Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Razor + unique peptides 25000am.1	Razor + unique peptides 25000am.2	Razor + unique peptides 25000am.3	Razor + unique peptides 2500am.1	Razor + unique peptides 2500am.2	Razor + unique peptides 2500am.3	Razor + unique peptides 250am.1	Razor + unique peptides 250am.2	Razor + unique peptides 250am.3	Unique peptides 25000am.1	Unique peptides 25000am.2	Unique peptides 25000am.3	Unique peptides 2500am.1	Unique peptides 2500am.2	Unique peptides 2500am.3	Unique peptides 250am.1	Unique peptides 250am.2	Unique peptides 250am.3	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	iBAQ	iBAQ 25000am.1	iBAQ 25000am.2	iBAQ 25000am.3	iBAQ 2500am.1	iBAQ 2500am.2	iBAQ 2500am.3	iBAQ 250am.1	iBAQ 250am.2	iBAQ 250am.3	LFQ intensity 25000am.1	LFQ intensity 25000am.2	LFQ intensity 25000am.3	LFQ intensity 2500am.1	LFQ intensity 2500am.2	LFQ intensity 2500am.3	LFQ intensity 250am.1	LFQ intensity 250am.2	LFQ intensity 250am.3	Potential contaminant	id	Peptide IDs	Peptide is razor	Oxidation (M) site IDs	Oxidation (M) site positions
sp|P07262|DHE4_YEAST	sp|P07262|DHE4_YEAST	25	25	17	sp|P07262|DHE4_YEAST NADP-specific glutamate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDH1 PE=1 SV=2	1	25	25	17	25	22	22	21	22	24	23	23	23	17	16	15	14	16	16	16	16	16	72	54.2	49.569	454	454	0	323.31	13475000000	396320000	15405000	18779000	16736000	16301000	16098000	16997000	16402000	17772000	17624000	545540000	548800000	539170000	617650000	581890000	591980000	590150000	608460000	589060000		184	"42;372;1239;1701;1703;1754;1972;1995;2091;2491;2613;2892;3059;4669;4797;5161;5326;5509;6214;6358;6464;6575;6576;6629;6647"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P07267|CARP_YEAST	sp|P07267|CARP_YEAST	13	13	13	sp|P07267|CARP_YEAST Saccharopepsin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEP4 PE=1 SV=1	1	13	13	13	12	11	12	12	13	12	11	11	11	12	11	12	12	13	12	11	11	11	36.5	36.5	44.498	405	405	0	323.31	7315000000	457190000	19017000	20254000	17138000	19244000	19512000	18861000	18106000	19224000	19559000	318890000	291110000	289950000	355770000	346710000	327640000	313360000	315180000	307000000		187	"984;1568;1609;1733;2006;2398;3232;3378;4832;6374;6706;6707;7125"	"True;True;True;True;True;True;True;True;True;True;True;True;True"		
"sp|P07281|RS19B_YEAST;sp|P07280|RS19A_YEAST"	"sp|P07281|RS19B_YEAST;sp|P07280|RS19A_YEAST"	"9;9"	"9;9"	"9;9"	"sp|P07281|RS19B_YEAST 40S ribosomal protein S19-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS19B PE=1 SV=2;sp|P07280|RS19A_YEAST 40S ribosomal protein S19-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN"	2	9	9	9	8	6	8	8	7	7	7	7	8	8	6	8	8	7	7	7	7	8	59.7	59.7	15.891	144	"144;144"	0	174.48	5918200000	493190000	17809000	22990000	20207000	19912000	19365000	18440000	17696000	18939000	19839000	237750000	261490000	234460000	255820000	262500000	264000000	245160000	264120000	252840000		191	"992;2478;2479;2556;2731;3563;4861;6034;6466"	"True;True;True;True;True;True;True;True;True"		
sp|P07283|PMM_YEAST	sp|P07283|PMM_YEAST	11	11	11	sp|P07283|PMM_YEAST Phosphomannomutase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC53 PE=1 SV=1	1	11	11	11	7	9	9	8	8	8	8	8	9	7	9	9	8	8	8	8	8	9	42.5	42.5	29.063	254	254	0	112.98	2916500000	162030000	5991100	7251800	7240800	5822500	5990600	6116800	6161000	6597900	6886100	118060000	112450000	120790000	123660000	119640000	124290000	126440000	127770000	131170000		192	"1293;2326;2877;3453;4146;5235;5842;5950;6128;6864;7006"	"True;True;True;True;True;True;True;True;True;True;True"		
sp|P07284|SYSC_YEAST	sp|P07284|SYSC_YEAST	18	18	18	sp|P07284|SYSC_YEAST Serine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SES1 PE=1 SV=2	1	18	18	18	17	15	15	15	15	14	16	14	16	17	15	15	15	15	14	16	14	16	53.7	53.7	53.309	462	462	0	323.31	5504500000	189810000	7334600	8004600	8826200	6978900	8004500	7005100	7159400	7586300	7958300	232500000	206300000	229780000	243490000	245000000	251410000	228610000	227790000	231330000		193	"295;710;1121;1360;2405;2680;2681;3079;3374;4318;4324;4411;4547;4736;5661;6124;6293;6968"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P07806|SYV_YEAST	sp|P07806|SYV_YEAST	31	31	31	sp|P07806|SYV_YEAST Valine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VAS1 PE=1 SV=2	1	31	31	31	26	29	28	29	28	28	27	29	28	26	29	28	29	28	28	27	29	28	35.1	35.1	125.77	1104	1104	0	323.31	6256600000	85707000	3061300	4164400	3639900	3458500	3205500	3536700	3100900	3612700	3489400	256100000	267600000	252410000	278770000	271260000	282290000	268520000	281290000	264930000		197	"220;777;809;988;1073;1497;1574;1722;2114;2885;3045;3046;3507;3610;3612;3710;3836;3934;4588;5068;5338;5348;5562;5628;5790;5814;5910;6099;6241;6298;7000"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P08417|FUMH_YEAST	sp|P08417|FUMH_YEAST	8	8	8	sp|P08417|FUMH_YEAST Fumarate hydratase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FUM1 PE=1 SV=2	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	19.1	19.1	53.151	488	488	0	69.15	2753700000	91791000	3386800	4813400	4147200	3528200	3615500	3686500	3358800	3439800	3575100	109920000	126510000	118920000	120600000	118830000	120110000	112830000	110650000	115350000		200	"226;266;3735;4350;5044;5350;5734;6338"	"True;True;True;True;True;True;True;True"		
sp|P08524|FPPS_YEAST	sp|P08524|FPPS_YEAST	11	11	11	sp|P08524|FPPS_YEAST Farnesyl pyrophosphate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG20 PE=1 SV=2	1	11	11	11	10	10	10	11	11	11	11	11	11	10	10	10	11	11	11	11	11	11	42	42	40.483	352	352	0	314.75	7103400000	355170000	13127000	16229000	14429000	15233000	14288000	14955000	14839000	14874000	14897000	297940000	280280000	281400000	331910000	320570000	327200000	310620000	307210000	299750000		201	"87;308;1007;1065;1765;2210;2683;2748;3339;4158;6083"	"True;True;True;True;True;True;True;True;True;True;True"		
sp|P09232|PRTB_YEAST	sp|P09232|PRTB_YEAST	6	6	6	sp|P09232|PRTB_YEAST Cerevisin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRB1 PE=1 SV=1	1	6	6	6	5	4	5	6	6	6	5	6	6	5	4	5	6	6	6	5	6	6	10.2	10.2	69.621	635	635	0	36.581	2278200000	84380000	2861600	3848400	3539000	3335000	3263100	3568800	3151500	3458700	3674600	96180000	107500000	99422000	103960000	94880000	95693000	99990000	97095000	97144000		207	"271;2317;2390;3711;3907;7014"	"True;True;True;True;True;True"		
sp|P09436|SYIC_YEAST	sp|P09436|SYIC_YEAST	32	32	32	sp|P09436|SYIC_YEAST Isoleucine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILS1 PE=1 SV=1	1	32	32	32	25	24	25	28	24	25	25	26	22	25	24	25	28	24	25	25	26	22	38.9	38.9	122.98	1072	1072	0	284.1	5828600000	84473000	3213800	4184300	3370000	3533400	3204200	3344500	3323900	3614700	3341300	243480000	258320000	229440000	265060000	247910000	258900000	249130000	252630000	251200000		208	"349;382;551;692;1011;1028;1305;1537;1743;1744;2199;3561;4261;4367;4534;4740;5164;5283;5573;5708;5937;6386;6449;6475;6526;6780;6844;6892;6907;6933;7007;7111"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P09938|RIR2_YEAST	sp|P09938|RIR2_YEAST	14	14	14	sp|P09938|RIR2_YEAST Ribonucleoside-diphosphate reductase small chain 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RNR2 PE=1 SV=2	1	14	14	14	14	14	14	13	14	13	12	12	12	14	14	14	13	14	13	12	12	12	42.4	42.4	46.147	399	399	0	151.27	4172900000	154550000	5979800	7064000	8329100	6018200	5924000	6220800	5622200	5768600	6332500	177690000	171440000	183090000	193650000	181060000	183970000	173170000	175620000	178300000		213	"0;1;131;734;1307;1427;2225;3111;3861;5957;6100;6254;6785;6909"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
"sp|Q3E757|RL11B_YEAST;sp|P0C0W9|RL11A_YEAST"	"sp|Q3E757|RL11B_YEAST;sp|P0C0W9|RL11A_YEAST"	"8;8"	"8;8"	"8;8"	"sp|Q3E757|RL11B_YEAST 60S ribosomal protein L11-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL11B PE=1 SV=3;sp|P0C0W9|RL11A_YEAST 60S ribosomal protein L11-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN"	2	8	8	8	7	7	7	6	7	7	8	8	7	7	7	7	6	7	7	8	8	7	43.7	43.7	19.749	174	"174;174"	0	105.85	3959500000	395950000	14247000	18288000	17870000	14994000	14956000	16696000	16887000	17109000	15350000	138330000	166520000	175500000	168720000	176720000	171500000	157900000	161610000	166960000		215	"101;1136;4188;4485;4887;6046;6433;6852"	"True;True;True;True;True;True;True;True"		
"sp|P0C2H7|RL27B_YEAST;sp|P0C2H6|RL27A_YEAST"	"sp|P0C2H7|RL27B_YEAST;sp|P0C2H6|RL27A_YEAST"	"7;7"	"7;7"	"7;7"	"sp|P0C2H7|RL27B_YEAST 60S ribosomal protein L27-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL27B PE=1 SV=1;sp|P0C2H6|RL27A_YEAST 60S ribosomal protein L27-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN"	2	7	7	7	6	5	6	6	6	6	7	7	7	6	5	6	6	6	6	7	7	7	52.2	52.2	15.505	136	"136;136"	0	68.87	5368000000	766860000	27625000	33291000	35607000	32943000	31144000	33741000	31411000	29189000	31847000	219250000	227500000	213460000	237690000	236840000	238550000	216140000	212800000	231280000		217	"4650;5231;5594;5595;6692;6703;7070"	"True;True;True;True;True;True;True"		
"sp|P0C2H8|RL31A_YEAST;sp|P0C2H9|RL31B_YEAST"	"sp|P0C2H8|RL31A_YEAST;sp|P0C2H9|RL31B_YEAST"	"6;5"	"6;5"	"6;5"	"sp|P0C2H8|RL31A_YEAST 60S ribosomal protein L31-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL31A PE=1 SV=1;sp|P0C2H9|RL31B_YEAST 60S ribosomal protein L31-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN"	2	6	6	6	5	5	6	6	6	6	6	6	6	5	5	6	6	6	6	6	6	6	54.9	54.9	12.953	113	"113;113"	0	26.815	3631000000	518720000	17006000	21516000	21348000	22378000	18804000	23969000	19993000	21835000	24085000	149070000	148160000	152000000	148690000	159050000	168690000	130140000	147580000	159690000		218	"1552;2204;3435;3672;4448;4618"	"True;True;True;True;True;True"		
"sp|P0CS90|HSP77_YEAST;sp|P39987|HSP7E_YEAST"	sp|P0CS90|HSP77_YEAST	"20;4"	"20;4"	"20;4"	sp|P0CS90|HSP77_YEAST Heat shock protein SSC1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSC1 PE=1 SV=1	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	33.5	33.5	70.627	654	"654;644"	0	323.31	16623000000	474930000	17462000	22027000	19893000	18840000	18782000	19270000	18711000	18988000	19819000	671560000	686820000	669690000	742170000	736530000	733620000	722440000	702640000	721790000		220	"79;80;457;683;968;1452;1626;1735;2282;3577;3705;4417;4827;4992;5331;5720;5735;5882;6556;6699"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
"sp|P0CX24|RL20B_YEAST;sp|P0CX23|RL20A_YEAST"	"sp|P0CX24|RL20B_YEAST;sp|P0CX23|RL20A_YEAST"	"11;11"	"11;11"	"11;11"	"sp|P0CX24|RL20B_YEAST 60S ribosomal protein L20-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL20B PE=1 SV=1;sp|P0CX23|RL20A_YEAST 60S ribosomal protein L20-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN"	2	11	11	11	9	10	10	11	10	9	10	11	10	9	10	10	11	10	9	10	11	10	52.9	52.9	20.437	172	"172;172"	0	131.43	6057700000	550700000	19789000	32229000	21909000	21771000	21283000	21791000	20011000	21285000	21983000	254540000	241390000	237470000	244480000	253260000	261420000	226390000	246100000	252980000		224	"489;863;1551;2695;3974;4471;5010;5022;6148;6409;7116"	"True;True;True;True;True;True;True;True;True;True;True"		
"sp|P0CX30|RS23B_YEAST;sp|P0CX29|RS23A_YEAST"	"sp|P0CX30|RS23B_YEAST;sp|P0CX29|RS23A_YEAST"	"5;5"	"5;5"	"5;5"	"sp|P0CX30|RS23B_YEAST 40S ribosomal protein S23-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS23B PE=1 SV=1;sp|P0CX29|RS23A_YEAST 40S ribosomal protein S23-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN"	2	5	5	5	4	5	4	4	5	5	5	5	5	4	5	4	4	5	5	5	5	5	39.3	39.3	16.038	145	"145;145"	0	34.696	2757700000	275770000	10246000	14475000	12836000	12556000	13069000	13525000	13649000	11025000	10795000	107570000	111400000	113760000	131730000	130680000	125350000	129510000	129230000	132620000		226	"3365;5491;6590;6613;6753"	"True;True;True;True;True"		
"sp|P0CX36|RS4B_YEAST;sp|P0CX35|RS4A_YEAST"	"sp|P0CX36|RS4B_YEAST;sp|P0CX35|RS4A_YEAST"	"15;15"	"15;15"	"15;15"	"sp|P0CX36|RS4B_YEAST 40S ribosomal protein S4-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS4B PE=1 SV=1;sp|P0CX35|RS4A_YEAST 40S ribosomal protein S4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS4"	2	15	15	15	14	14	14	13	15	15	14	13	14	14	14	14	13	15	15	14	13	14	55.9	55.9	29.41	261	"261;261"	0	74.426	9940400000	473350000	17825000	24466000	22045000	17096000	18149000	20544000	18268000	18259000	18891000	413210000	421840000	415110000	427490000	420440000	413660000	402020000	417780000	408260000		229	"956;1435;2382;2436;2749;3024;3387;3919;4016;4047;4056;4232;5712;5862;7033"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
"sp|P0CX38|RS6B_YEAST;sp|P0CX37|RS6A_YEAST"	"sp|P0CX38|RS6B_YEAST;sp|P0CX37|RS6A_YEAST"	"9;9"	"9;9"	"9;9"	"sp|P0CX38|RS6B_YEAST 40S ribosomal protein S6-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS6B PE=1 SV=1;sp|P0CX37|RS6A_YEAST 40S ribosomal protein S6-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS6"	2	9	9	9	7	7	7	7	7	8	8	9	8	7	7	7	7	7	8	8	9	8	39.8	39.8	26.996	236	"236;236"	0	206.62	5726200000	440480000	16202000	20339000	18057000	17117000	17091000	18387000	17131000	18022000	18937000	224900000	223930000	220770000	242150000	246780000	240580000	237010000	229360000	250760000		230	"1061;1123;1965;2040;2743;3209;3220;4717;5746"	"True;True;True;True;True;True;True;True;True"		
"sp|P0CX40|RS8B_YEAST;sp|P0CX39|RS8A_YEAST"	"sp|P0CX40|RS8B_YEAST;sp|P0CX39|RS8A_YEAST"	"10;10"	"10;10"	"10;10"	"sp|P0CX40|RS8B_YEAST 40S ribosomal protein S8-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS8B PE=1 SV=1;sp|P0CX39|RS8A_YEAST 40S ribosomal protein S8-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS8"	2	10	10	10	8	7	7	8	9	9	10	9	10	8	7	7	8	9	9	10	9	10	47	47	22.489	200	"200;200"	0	91.102	5361100000	446760000	18345000	15932000	14987000	12954000	13494000	14182000	13552000	20468000	21040000	223450000	241580000	241110000	236340000	235160000	236550000	209880000	211720000	221470000		231	"33;2571;2684;2687;2688;3290;4244;4245;4705;4977"	"True;True;True;True;True;True;True;True;True;True"		
"sp|P0CX42|RL23B_YEAST;sp|P0CX41|RL23A_YEAST"	"sp|P0CX42|RL23B_YEAST;sp|P0CX41|RL23A_YEAST"	"5;5"	"5;5"	"5;5"	"sp|P0CX42|RL23B_YEAST 60S ribosomal protein L23-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL23B PE=1 SV=1;sp|P0CX41|RL23A_YEAST 60S ribosomal protein L23-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN"	2	5	5	5	4	4	5	4	4	4	5	5	5	4	4	5	4	4	4	5	5	5	39.4	39.4	14.473	137	"137;137"	0	101.96	3338900000	370980000	13793000	17112000	15271000	14967000	14596000	14542000	17119000	15010000	17044000	144440000	145170000	133240000	149360000	148130000	145300000	155560000	146660000	146790000		232	"1114;3006;3929;3945;4587"	"True;True;True;True;True"		
"sp|P0CX44|RL1B_YEAST;sp|P0CX43|RL1A_YEAST"	"sp|P0CX44|RL1B_YEAST;sp|P0CX43|RL1A_YEAST"	"9;9"	"9;9"	"9;9"	"sp|P0CX44|RL1B_YEAST 60S ribosomal protein L1-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL1B PE=1 SV=1;sp|P0CX43|RL1A_YEAST 60S ribosomal protein L1-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL1"	2	9	9	9	8	8	8	9	8	7	7	7	7	8	8	8	9	8	7	7	7	7	42.9	42.9	24.485	217	"217;217"	0	67.183	3528100000	271390000	9621200	12456000	12266000	11155000	9831800	11806000	10879000	11367000	11186000	138860000	153280000	146830000	158790000	146590000	160980000	144310000	147100000	151210000		233	"189;1813;3805;3963;4477;4729;5096;5097;5487"	"True;True;True;True;True;True;True;True;True"		
"sp|P0CX46|RL2B_YEAST;sp|P0CX45|RL2A_YEAST"	"sp|P0CX46|RL2B_YEAST;sp|P0CX45|RL2A_YEAST"	"9;9"	"9;9"	"9;9"	"sp|P0CX46|RL2B_YEAST 60S ribosomal protein L2-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL2B PE=1 SV=1;sp|P0CX45|RL2A_YEAST 60S ribosomal protein L2-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL2"	2	9	9	9	8	8	9	8	9	9	9	9	9	8	8	9	8	9	9	9	9	9	42.5	42.5	27.408	254	"254;254"	0	126.03	9616600000	686900000	26351000	33598000	29945000	26569000	28906000	29963000	26325000	26970000	28216000	401090000	388480000	386200000	401240000	413630000	436370000	393430000	411560000	418430000		234	"491;496;1961;2362;3165;3217;4015;6218;6577"	"True;True;True;True;True;True;True;True;True"		
"sp|P0CX48|RS11B_YEAST;sp|P0CX47|RS11A_YEAST"	"sp|P0CX48|RS11B_YEAST;sp|P0CX47|RS11A_YEAST"	"11;11"	"11;11"	"11;11"	"sp|P0CX48|RS11B_YEAST 40S ribosomal protein S11-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS11B PE=1 SV=1;sp|P0CX47|RS11A_YEAST 40S ribosomal protein S11-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN"	2	11	11	11	9	8	9	11	9	10	8	10	8	9	8	9	11	9	10	8	10	8	54.5	54.5	17.749	156	"156;156"	0	101.61	4639800000	463980000	17138000	22830000	22928000	18765000	16692000	19319000	16609000	18367000	17479000	190530000	202680000	202420000	206730000	195840000	219000000	190610000	187620000	189170000		235	"629;665;2878;4392;4712;4987;5515;5644;5645;6570;6571"	"True;True;True;True;True;True;True;True;True;True;True"		
"sp|P0CX50|RL18B_YEAST;sp|P0CX49|RL18A_YEAST"	"sp|P0CX50|RL18B_YEAST;sp|P0CX49|RL18A_YEAST"	"8;8"	"8;8"	"8;8"	"sp|P0CX50|RL18B_YEAST 60S ribosomal protein L18-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL18B PE=1 SV=1;sp|P0CX49|RL18A_YEAST 60S ribosomal protein L18-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN"	2	8	8	8	8	6	7	7	6	8	8	8	7	8	6	7	7	6	8	8	8	7	39.2	39.2	20.563	186	"186;186"	0	46.875	6622900000	441530000	17874000	17673000	21490000	17281000	13158000	19125000	17103000	17996000	17709000	268600000	297570000	297120000	280370000	287970000	301320000	268330000	280230000	282970000		236	"182;2275;2699;2920;4271;5032;5132;6117"	"True;True;True;True;True;True;True;True"		
"sp|P0CX52|RS16B_YEAST;sp|P0CX51|RS16A_YEAST"	"sp|P0CX52|RS16B_YEAST;sp|P0CX51|RS16A_YEAST"	"11;11"	"11;11"	"11;11"	"sp|P0CX52|RS16B_YEAST 40S ribosomal protein S16-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS16B PE=1 SV=1;sp|P0CX51|RS16A_YEAST 40S ribosomal protein S16-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN"	2	11	11	11	11	9	9	8	9	10	11	11	11	11	9	9	8	9	10	11	11	11	68.5	68.5	15.847	143	"143;143"	0	51.15	5168600000	516860000	20601000	24214000	21380000	17831000	18566000	20920000	19920000	21360000	20855000	205410000	237020000	229770000	220690000	208790000	213730000	219980000	223800000	193210000		237	"1736;1869;2212;5079;5086;5908;6499;6623;6737;7085;7086"	"True;True;True;True;True;True;True;True;True;True;True"		
"sp|P0CX54|RL12B_YEAST;sp|P0CX53|RL12A_YEAST"	"sp|P0CX54|RL12B_YEAST;sp|P0CX53|RL12A_YEAST"	"9;9"	"9;9"	"9;9"	"sp|P0CX54|RL12B_YEAST 60S ribosomal protein L12-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL12B PE=1 SV=1;sp|P0CX53|RL12A_YEAST 60S ribosomal protein L12-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN"	2	9	9	9	8	9	9	9	9	8	9	9	9	8	9	9	9	9	8	9	9	9	64.8	64.8	17.822	165	"165;165"	0	53.343	7759800000	775980000	27202000	36874000	34654000	29052000	29742000	28181000	32741000	32348000	34096000	304200000	323510000	321050000	316220000	335820000	314930000	341040000	327090000	334050000		238	"576;1250;2527;2740;3351;4616;4803;4804;6208"	"True;True;True;True;True;True;True;True;True"		
"sp|P0CX56|RS18B_YEAST;sp|P0CX55|RS18A_YEAST"	"sp|P0CX56|RS18B_YEAST;sp|P0CX55|RS18A_YEAST"	"14;14"	"14;14"	"14;14"	"sp|P0CX56|RS18B_YEAST 40S ribosomal protein S18-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS18B PE=1 SV=1;sp|P0CX55|RS18A_YEAST 40S ribosomal protein S18-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN"	2	14	14	14	11	11	11	8	12	12	14	11	12	11	11	11	8	12	12	14	11	12	78.8	78.8	17.037	146	"146;146"	0	72.07	9013000000	819360000	31280000	39996000	36671000	29589000	30714000	32420000	32156000	31917000	34252000	370720000	414320000	377960000	377500000	373960000	377880000	378950000	392450000	393240000		239	"86;175;1047;2455;2929;3100;3118;3149;3826;4013;4917;5376;7062;7063"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
"sp|P0CX83|RL19B_YEAST;sp|P0CX82|RL19A_YEAST"	"sp|P0CX83|RL19B_YEAST;sp|P0CX82|RL19A_YEAST"	"6;6"	"6;6"	"6;6"	"sp|P0CX83|RL19B_YEAST 60S ribosomal protein L19-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL19B PE=1 SV=1;sp|P0CX82|RL19A_YEAST 60S ribosomal protein L19-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN"	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	29.1	29.1	21.704	189	"189;189"	0	146.31	4792300000	479230000	18921000	24546000	21227000	18986000	17509000	18305000	16407000	19096000	17545000	186810000	196490000	182080000	200470000	204240000	211750000	195570000	197110000	201710000		241	"374;2512;3371;3391;3972;6727"	"True;True;True;True;True;True"		
"sp|P0CX85|RL35B_YEAST;sp|P0CX84|RL35A_YEAST"	"sp|P0CX85|RL35B_YEAST;sp|P0CX84|RL35A_YEAST"	"7;7"	"7;7"	"7;7"	"sp|P0CX85|RL35B_YEAST 60S ribosomal protein L35-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL35B PE=1 SV=1;sp|P0CX84|RL35A_YEAST 60S ribosomal protein L35-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN"	2	7	7	7	6	6	7	6	6	7	7	7	6	6	6	7	6	6	7	7	7	6	31.7	31.7	13.909	120	"120;120"	0	72.306	3832200000	766430000	30021000	37946000	35918000	30530000	31257000	32086000	26383000	28816000	29120000	167170000	165410000	161630000	168430000	171080000	167470000	141410000	146060000	142120000		242	"1410;1411;1625;3327;5234;5293;5294"	"True;True;True;True;True;True;True"		
sp|P10081|IF4A_YEAST	sp|P10081|IF4A_YEAST	19	19	19	sp|P10081|IF4A_YEAST ATP-dependent RNA helicase eIF4A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIF1 PE=1 SV=3	1	19	19	19	18	18	17	19	19	19	19	19	19	18	18	17	19	19	19	19	19	19	55.4	55.4	44.697	395	395	0	323.31	15763000000	685370000	26343000	34210000	29564000	27315000	26167000	27365000	26448000	26413000	27522000	656290000	645420000	661710000	713350000	679610000	683250000	671470000	639670000	672100000		244	"258;442;697;1289;1601;1896;2125;2354;2857;3181;3346;4299;4428;5004;5148;5809;6267;6337;6723"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"	109	54
